GeneID,GSM4459880,GSM4459881,GSM4459882,GSM4459885,GSM4459886,GSM4459887
2651,0.8388,1.035,0.841,1.066,0.8832,1.505
105374924,0.02258,0.02583,0.03605,0.0265,0.02345,0.01006
347744,1.51,1.699,1.807,1.231,1.115,1.256
105374923,0,0,0,0.1711,0,0.1298
55003,7.27,7.194,7.578,7.834,6.702,8.079
51522,46.83,44.69,37.11,47.83,43.17,49.21
81853,35.61,32.56,23.83,30.85,31.75,32.44
4117,19.86,17.92,12.27,14.22,17.79,15.45
9247,0.007859,0.02697,0.08367,0.06458,0.02449,0.014
221711,0.3913,0.3298,0.7747,0.7253,0.6846,0.8316
101928191,0.0581,0.04431,0.1443,0.06821,0.04024,0.08627
54898,10.89,10.22,7.766,8.688,9.505,9.482
100506409,2.185,1.593,1.595,1.378,2.072,1.249
221710,18.82,17.44,13.12,14.34,16.04,17.93
405754,0.02503,0.02148,0.03997,0.02204,0.026,0
4739,9.882,8.676,8.124,7.899,10.02,9.819
105374925,0.1044,0.1683,0.07073,0.1504,0.06409,0.09723
112267953,0,0,0.01346,0,0,0
105374927,0.1324,0.09638,0.01281,0.113,0.03751,0.06433
105374928,0.007368,0,0,0,0,0.003282
105374929,0,0,0,0,0,0
100113407,3.099,2.79,2.645,2.745,2.952,3.261
340184,0,0,0,0.03463,0,0
84830,0.009305,0.005322,0.00743,0.01092,0.01692,0.01451
107986566,0.002731,0.003124,0.002907,0.003206,0,0
107986569,0,0.01733,0.01613,0,0,0
107986567,0,0,0,0.02461,0,0.01868
102724379,0,0,0,0,0,0
107986570,0,0,0,0,0.00979,0
101928253,0,0,0,0,0,0
3096,3.078,2.551,3.079,2.833,2.916,3.099
1906,0.2865,0.1638,0.2087,0.3451,0.5325,0.1679
105374931,0,0,0,0,0,0
101928309,0,0,0,0,0,0
107984015,0,0,0.0837,0.04615,0,0.07003
221692,2.045,1.865,4.513,2.847,2.894,2.991
105374935,0.08975,0,0.1433,0.05268,0.1865,0.07995
105374934,0,0,0.01823,0.0201,0.03558,0
105374933,0.02599,0,0.009223,0.01017,0.009,0
107080638,1.857,1.958,2.172,2.402,2.126,2.235
100130357,0.7327,0.8686,0.9715,0.8679,0.9688,0.8603
51256,1.417,1.602,1.776,1.88,1.606,1.819
105374936,0,0,0,0,0,0
54438,0.485,0.454,1.487,0.619,0.6394,0.4566
105374937,0.4375,0.4171,0.427,0.2711,0.2147,0.2165
23408,1.711,1.561,1.909,1.814,1.658,1.626
105374938,0.9282,0.6826,0.8329,0.8717,0.8403,0.6024
51406,27.07,24.64,25.75,24.06,23.81,25.9
10048,13.91,13.93,14.32,12.43,12.54,13.68
63933,7.594,6.293,6.118,4.429,5.726,4.457
107986571,0.8418,0.9374,0.717,0.7511,0.758,0.47
221687,4.098,3.484,5.037,2.654,3.129,3.559
105374939,0,0,0,0,0,0
9308,1.441,1.111,1.926,2.212,1.984,2.03
105374940,0.2483,0.2016,0.1194,0.1787,0.2913,0.2283
102216342,0.02161,0.006179,0,0.01902,0.01683,0
105374943,0,0.002149,0.002,0,0,0
105374942,0.02791,0.01197,0.03343,0.01229,0.029,0.006216
101928331,0.02305,0.03356,0.1071,0.04182,0.04354,0.0448
101928354,0.02002,0,0.04972,0.007832,0,0
102724463,0,0,0,0,0,0
107986572,0,0,0,0,0,0
105374944,0.01166,0.006672,0.006209,0.006846,0.03029,0.01039
105374945,0,0.02125,0,0,0.0193,0.01655
105374946,0,0,0,0,0,0
3720,17.95,17.03,17.65,14.29,17.12,14.91
100506681,0.03862,0.2651,0.04112,0.04534,0.04013,0.172
84062,6.656,6.184,6.719,8.37,7.51,5.883
105374947,0.04408,0.0596,0.02986,0.05645,0.0458,0.04641
102724520,0,0,0,0,0,0
105374948,0,0,0,0,0,0
105374949,0,0,0,0,0,0
101928406,0,0,0,0,0,0
29116,3.225,2.928,3.678,4.478,3.595,3.835
100616269,0,0,0.3081,0,0.3007,0
107986517,0,0.05827,0,0.0299,0.02646,0
2766,1.984,1.135,1.944,2.882,1.772,1.745
6310,4.951,4.851,4.778,4.075,4.483,3.717
101928433,2.994,2.757,2.512,2.363,2.891,2.483
107986573,0,0,0,0.02291,0,0
105374951,0.02758,0,0,0.03238,0,0
101928463,0,0.04191,0,0.02151,0.01903,0.01632
401236,0.078,0.07436,0.02768,0.06105,0.1621,0.09265
221662,0.06866,0.09818,0.3533,0.2149,0.05944,0.158
10486,4.361,4.068,6.103,5.072,3.694,4.143
101928491,0.01911,0.06558,0.02034,0.02243,0.01985,0.03404
102724591,0.2254,0.2756,0.3558,0.1916,0.2423,0.3808
51439,9.562,9.232,8.605,9.687,10.54,10.49
9972,16.83,14.23,13.75,12.71,13.31,16.18
105374952,2.249,2.586,2.155,2.098,2.386,1.972
63971,11.58,12.12,9.902,10.09,11.36,11.62
105374953,0.02244,0,0.02389,0,0,0
378884,0.6246,1.337,0.5985,1.33,1.131,1.447
7172,6.398,6.131,4.514,5.978,5.284,6.045
221656,14.61,15.84,12.11,12.55,13.92,14.01
7913,20.94,21.73,15.05,15.61,15.67,21.89
255488,1.149,0.9034,0.66,1.757,1.797,1.657
105374955,0,0,0,0,0,0
105374956,0.4346,0.3271,0.1826,0.3759,0.8792,0.4381
693125,0,0,0,0,0,0
105374957,0,0,0,0,0,0
100189287,0,0,0,0,0,0
105374958,0.03063,0,0,0,0.03182,0.02728
101928519,0,0,0,0.011,0,0.03337
107986574,0,0,0,0,0,0
105374961,0,0,0,0,0,0.04706
107986575,0.01049,0.012,0.01117,0.0985,0.02179,0.1588
105374960,0,0,0,0,0,0
105374959,0.04988,0.01902,0.0177,0.09759,0,0.04443
100506885,0.06312,0.05251,0.03665,0.04715,0.05961,0.09712
105374963,0,0,0,0,0.01045,0
3400,6.77,7.131,11.06,8.407,10.6,12.33
105374965,0,0,0,0.006515,0,0.004944
154141,0.2166,0.2557,0.3644,0.3936,0.2758,0.3205
101928573,0,0.01583,0.01473,0.01625,0.01438,0.01233
107986576,0.05173,0.02959,0,0.03037,0,0.06912
1871,2.031,2.078,2.065,3.31,2.552,2.915
54901,2.754,2.447,2.332,2.013,2.262,2.434
105374968,0.03882,0.07402,0.02756,0.01519,0.04033,0.05764
107986577,0,0,0.01355,0,0,0
105374966,0.03696,0.03523,0.01312,0.01446,0.0128,0.01097
107986578,1.32,1.132,1.008,1.061,0.9985,0.9968
100874531,0.1214,0,0.5816,0.095,0.1261,0.05407
107986579,0.02607,0.02982,0.02775,0.1224,0.08125,0.06967
6659,87.73,99,116,89.42,91.9,117.9
401237,3.68,3.366,3.031,3.468,3.322,4.228
105374970,0,0.03273,0,0,0,0.02548
729177,0.6004,0.4778,0.6299,0.6026,0.5062,0.465
5617,11.6,9.359,7.327,3.631,5.743,6.212
105374971,0.01531,0,0,0.01798,0,0.01364
154150,0.009504,0,0.02024,0,0,0.008467
105374972,0,0,0,0.01799,0,0
105374973,0.008461,0,0.006006,0,0.01172,0.01759
102724736,0.0121,0.05538,0,0.05683,0.03772,0.01078
105374974,0,0,0,0,0,0
102724749,0.002741,0.001568,0,0.003218,0,0.002442
105374976,0.04441,0.0508,0,0.06951,0.03076,0.01319
105374975,0,0,0.00639,0,0,0.005347
140767,2.349,2.524,6.369,3.428,3.556,3.356
51473,0.2482,0.3076,0.3391,0.7236,0.3782,0.4422
353219,0.1155,0.1652,0.1383,0.2373,0.27,0.1801
57380,7.059,7.122,5.877,6.91,7.093,7.247
2822,2.343,2.371,2.035,2.883,2.79,2.68
7915,7.362,6.57,8.767,7.84,8.72,8.037
9856,0.4377,0.4525,0.8847,0.338,0.4985,0.3941
51567,11.29,10.72,9.877,10.59,9.949,11.71
55856,5.866,5.302,5.369,6.144,6.561,6.172
81688,26.75,24.31,21.78,25.72,24.57,28.83
105374978,0,0,0,0,0,0
51053,1.639,1.486,1.678,1.632,1.638,1.749
101928603,0,0,0.02568,0.02831,0,0
9750,1.025,0.8652,4.916,0.9086,1.139,0.8898
105374981,0,0,0,0,0,0
102724765,0.032,0,0.02271,0,0,0.009502
8418,0,0,0,0.01383,0,0.01049
101928663,0,0,0,0,0,0
105375106,0.3589,0.3226,0.4094,0.2407,0.2663,0.2968
55604,2.606,2.745,2.635,2.466,2.076,2.303
10590,0.13,0.1487,0.2491,0.3358,0.2971,0.0579
6568,0,0,0.00836,0,0,0
221613,0,0,0,0,0,0
255626,0,0,0,0,0,0
387319,0,0,0,0,0,0
10050,0,0,0.00352,0,0,0
10786,0,0.02226,0.01036,0.0457,0,0
10246,0.007773,0.008892,0.04965,0,0,0
10475,0.009439,0.08422,0.02814,0.07313,0.02157,0.08576
3024,0,0,0,0.03002,0.02656,0.02278
8350,0.08515,0.2922,0.1813,0.3999,0.1327,0.2276
8359,0.05368,0.06141,0.2286,0.3151,0.3346,0.04782
8366,0,0,0.05955,0.2627,0.05811,0.09965
8358,0,0,0.09008,0,0,0
8335,0.04186,0.04789,0.1337,0,0.04349,0
3018,0.09266,0,0.148,0.05439,0.04813,0
8352,0,0,0,0.05107,0.0452,0
3006,21.77,35.17,16.61,24.72,18.11,13.46
108783645,0.07311,0.1359,0.08757,0.1502,0.1139,0.114
3077,0.1741,0.2204,0.2288,0.7481,0.2617,0.5676
8364,0.2048,0.2343,0.218,0.3005,0.2128,0.3649
3010,0.02754,0,0.02932,0,0.02861,0.02454
8347,1.641,2.764,1.213,1.017,1.374,1.097
8334,24.91,38.03,20.36,19.11,19.07,22.25
3008,0.407,0.5238,0.7583,0.4479,0.5285,0.4079
3017,10.01,11.77,10.65,6.695,5.894,8.8
8344,0.09181,0.3151,0.2932,0.2694,0.4292,0.1636
8360,0,0.1867,0.1159,0.1916,0.2261,0.1454
8351,0.2168,0.4216,0.4386,0.4072,0.2252,0.2318
3013,0.1958,0.3135,0.2084,0.2758,0.122,0.1395
8343,0.3251,0.7437,0.6922,0.1635,0.2412,0.455
8367,1.006,1.333,1.805,2.052,1.486,1.793
8339,5.16,7.751,4.586,4.162,4.289,4.677
3012,2.195,2.349,2.526,2.868,2.391,3.154
8353,2.075,3.412,1.334,2.689,1.976,2.31
3007,0.1799,0.1176,0.08208,0.181,0.1335,0.06868
8361,0,0,0,0,0,0
8369,0,0,0,0,0,0
8968,0.1286,0.1471,0.1369,0.0503,0.04452,0.1527
8345,0.3289,0.43,0.3502,0.3309,0.3417,0.4604
105374986,0.00797,0.04103,0.01273,0.01871,0.00414,0.0142
8355,0.08552,0.04891,0.04552,0,0.04442,0.1143
8346,0.04569,0.1568,0.04865,0.05364,0.04747,0.04071
105374985,0.3944,0.4749,0.3536,0.3046,0.151,0.3143
8365,1.228,1.771,1.876,1.504,0.7211,1.094
7210,0,0,0,0,0,0
7232,0,0,0,0,0,0
100189218,0,0,0,0,0,0.2118
100189321,0,0,0,0,0,0
100189185,0,0,0,0,0,0
100189430,0,0,0.2593,0,0,0.2169
100189094,0.2773,0.6345,0.2953,0,0.2881,0.7412
100189436,0,0,0,0,0,0
100189410,0,0,0.2912,0,0.2842,0
101928743,0.02648,0.1818,0.4229,0.09327,0.1651,0.3067
100189382,0.487,0,1.296,0.2859,0.506,1.519
100189396,0,0.3129,0.5825,0,0.2842,1.218
100189040,0,0,0,0.3256,1.153,0.4941
100189048,0.2773,0,0,0,0,0.4941
107986582,0.07493,0.1714,0.2393,0.04398,0.1946,0.267
11118,4.177,4.237,4.617,5.731,4.821,6.276
10385,4.07,3.645,4.2,3.493,3.615,3.642
11119,2.42,2.607,4.904,3.581,3.172,3.864
54718,0.3458,0.2852,0.3168,0.3776,0.2089,0.3725
10384,0.8472,0.8845,2.019,1.839,1.104,1.258
11120,6.83,6.697,9.531,6.415,6.313,6.354
285819,0.08251,0.05506,0.1611,0.01614,0.06429,0.049
107986583,0.1883,0.1847,0.1575,0.2684,0.1537,0.3295
696,0.005045,0.01154,0.05908,0.02369,0.02621,0.01798
100189288,0,0.2752,1.025,1.13,0.4999,0.6429
493812,0.1931,0.1767,0.2243,0.3874,0.1933,0.3784
100189319,0.5397,0.3087,0.2873,0.3168,0,0.2404
7231,0,0,0.2912,0.6422,0,0
100189227,0,0.3129,0.8737,0,0,0.731
10473,14.1,14.45,16.49,14.8,14.73,16.02
100189308,0,0,0,0,0,0
100189153,0,0,0,0.3168,0,0
100189223,0,0,0,0.3256,0,0
100189110,0.5471,0,0,0,0.2842,0.4873
100189272,0,0,0,0,0,0.2437
105374988,0.006924,0,0.007372,0,0.02158,0.006168
100189337,0.2735,0,0,0.3211,0.2842,0
100189162,0.5471,0.9388,0,0.6422,0.2842,0
100189219,0,0,0,0.3211,1.137,0
29777,10.42,11.25,10,9.224,10.04,9.786
105374989,0.01121,0.04487,0.02386,0.006577,0.005821,0.009982
79692,7.062,6.976,5.936,6.546,6.141,8.36
102724851,0.1089,0.08953,0.1214,0.2816,0.2351,0.2395
105374991,0,0,0,0,0,0
100189303,0,0,0,0,0,0
100189401,0,0,0,0,0,0
100189391,0.2735,0,0,0,0,0
100189354,0,0,0,0,0,0
100189372,0,0,0,0,0,0
107986682,0.2735,0,0,0,0,0
107986683,0,0,0,0,0,0
105374992,0,0,0,0,0,0
107986680,0,0,0,0,0,0
387036,2.945,2.932,3.951,3.497,3.371,3.35
100133205,0.5314,0.304,0.3482,0.4559,0.4671,0.437
100270746,1.231,0.9467,1.536,1.744,1.058,1.607
100189028,1.079,0.6174,2.298,1.584,0.841,1.202
100189172,0,0,0,0,0,0
100189157,0,0.2786,0,0,0.253,0
105374995,0.01788,0.02045,0,0,0,0
8970,0.5812,0.7599,0.7956,0.5848,0.4313,0.9245
8969,0.7218,1.743,0.6403,0.5649,1.25,1.536
85236,4.007,5.176,5.585,5.206,3.812,6.016
8294,0.5397,0.4939,0.8044,0.6969,0.8971,0.6731
85235,0,0,0.1326,0.09747,0,0.07396
100422934,0,0,0,0.3721,0,0
100189196,0.2735,0,0.5825,0,0.2842,0
100188987,0.5547,0,2.362,0.6512,0.2881,0
100189143,0,0.3087,0.2873,0,0,0
100189336,0,0,0,0,0,0
100189368,0,0,0,0,0,0
100189041,0,0,0,0,0,0
100189167,0,0,0,0,0,0
100189099,0,0,0,0,0,0
100189067,0,0.5504,0,0.5649,0,0
100189014,0,0,0,0,0,0
100189310,0,0,0,0.3168,0,0
10279,0.03458,0.01582,0.04418,0.06496,0.07904,0.05545
7202,0,0,0,0,0,0
100189213,0,0,0,0,0,0
100189363,0,0,0,0,0,0
100189408,0,0,0,0,0,0
100189329,0,0,0,0,0,0
100189002,0,0,0,0,0,0
94026,0.006299,0,0.01341,0.007395,0,0
105375107,0,0,0,0,0,0
387316,0,0,0,0,0,0
100189345,0.2773,0,0,0,0,0
100189182,0,0,0,0,0,0
7754,3.879,2.879,3.471,2.518,2.936,3.498
346157,1.533,1.397,1.495,1.511,1.221,1.469
7738,3.494,3.689,3.079,3.274,2.793,3.768
105375001,0.1884,0.1058,0.1131,0.0925,0.0783,0.1404
100189077,0.2435,0,0,0.2859,0.253,0.2169
100189158,0.2773,0,0,0.3256,0.2881,0.2471
23437,0,0,0,0,0.506,0.2169
100189247,0,0,0,0,0,0
100189292,0,0,0,0,0,0
107986584,0.02395,0.009132,0.0255,0.004686,0.01659,0.01422
23540,0,0,0,0,0,0
100189189,0,0,0,0,0,0
790951,0,0,0,0,0,0
100189352,0,0,0,0,0,0
94017,0,0,0,0,0.253,0
100189268,0,0,0,0,0,0
100189070,0,0,0,0,0,0
100189012,0,0,0,0,0,0
100189390,0,0,0,0,0,0
100189200,0,0,0,0,0,0
100189053,0,0,0,0,0,0
100189297,0,0,0,0,0,0
100189038,0.2377,0,0,0,0,0
100189301,0,0,0,0.2791,0,0
100189300,0,0,0,0,0,0
100189131,1.079,0.6174,0.5746,0,0,0.2404
791231,0,0,0,0,0.2842,0
100189095,0,0,0,0,0,0
100189428,0,0,0.5825,0,0,0
100189205,0,0,0,0,0,0
100189161,0,0,0,0,0,0.2437
100189340,0,0,0,0,0,0
100189071,0.5397,1.235,0.5746,0,0.5607,0
100507173,0.4814,0.4077,0.7455,0.5578,0.4936,0.3898
100189164,1.444,3.578,2.049,4.236,1.25,2.357
100189374,0,0,0,0.3168,0.2803,0
100189101,0,0.3129,0.2912,0.3211,0,0
791230,0,0,0,0.3211,0,0.2437
100131289,0.04823,0.2207,0,0.1699,0,0.08593
7212,0,0.3173,0.5905,0.6512,0,0.4941
100189214,0,0,0.2953,0,0.2881,0
100189074,0.832,1.586,0.5905,1.302,0.8644,0.2471
8340,0.2204,0.4538,0.7509,0.207,0.3206,0.3141
8329,0.8941,0.7793,0.9972,0.4498,0.2212,0.7586
8357,1.098,1.352,1.034,0.7434,0.5702,1.241
8331,0.09097,0.2081,0.09685,0.0534,0.09451,0.1216
8342,0.04477,0,0.286,0.2102,0.04651,0.03988
8363,2.748,3.786,2.926,3.358,3.904,4.747
8362,2.99,4.646,3.363,3.51,4.512,5.879
8330,5.209,7.35,6.563,8.307,5.592,6.342
8341,4.581,4.986,4.924,4.281,4.251,2.654
8332,0,0,0.09047,0.04988,0.04414,0.03785
3009,0,0.08675,0,0.08902,0,0.09007
8354,0,0,0,0.04914,0,0
8368,0,0,0.05841,0,0,0.04887
8356,0.08355,0.1912,0.04448,0.04904,0.0434,0.2233
8336,0.164,0.3752,0.3492,0.4332,0.1704,0.1826
8348,0.2993,0.3913,0.2276,0.251,0.04442,0.2666
100189315,0,0,0,0,0,0
100189314,0,0,0,0,0,0
81697,0,0.01885,0.05262,0,0,0
26212,0.106,0.1212,0.09027,0.04977,0,0.01888
442179,0,0.02253,0.04193,0.02312,0.02046,0
102724889,0.8103,0.8277,0.8011,0.7134,0.6915,0.6445
7718,1.309,1.523,1.153,1.077,1.039,1.079
221584,0.3595,0.4619,0.5295,0.3469,0.3684,0.4211
100129195,4.869,4.702,4.843,5.051,4.574,4.785
80345,3.058,3.954,2.896,2.523,2.55,3.168
7745,10.73,10.29,10.13,10.09,9.893,10.98
651302,2.131,1.579,2.308,1.009,1.132,1.23
100189159,0,0,0,0,0,0
222699,0.9673,1.011,0.799,0.7505,0.7162,0.8171
7746,9.523,10.39,10.43,8.765,9.346,9.483
387032,2.487,2.614,2.51,2.221,2.256,2.521
222698,0,0,0.01279,0.07052,0.02496,0.1819
7741,14.5,15.39,13.44,12.66,12.82,14
84547,5.148,4.897,5.197,4.013,4.056,4.436
64288,1.152,1.213,1.037,1.018,1.088,1.122
80317,3.165,3.018,3.247,2.712,2.726,2.826
9753,3.377,3.469,2.903,2.974,2.749,3.475
105374998,0.1437,0.2876,0.2294,0.04216,0.07462,0.224
105374997,3.226,2.942,2.704,2.986,2.679,3.718
222696,2.014,2.254,2.079,2.091,1.966,2.2
100189344,0,0,0,0,0,0.4808
100189118,0,0,0.2593,0.8576,0.253,0.4339
100189035,0,0,0,0.3168,0,0.9615
257202,0,0.05337,0.01242,0.02739,0.02424,0.03117
2880,0.06424,0.03675,0.0456,0.1257,0.1001,0.1526
100189348,0,0,0,0.6336,0.2803,0.4808
107986586,0,0.06157,0.1146,0.06319,0.05592,0.09589
100189034,0,0.3129,0.5825,0,0,0
114821,1.693,1.719,1.402,1.479,1.436,1.676
100189138,0.832,0.3173,0.5905,0.3256,0.5763,0.4941
100189225,0,0,0,0,0,0
100189299,0.832,0,0,0.9767,0,0
105374996,0,0.02314,0.02154,0.02375,0,0.05407
100189114,0,0,0,0,0,0
100189360,0,0,0,0.3168,0,0
387055,0.03437,0.07863,0.03659,0.04035,0.03571,0.03062
100189046,0,0,0,0,0,0
100189400,0,0.9518,0.5905,0,0.5763,0.2471
100189395,0,0,0,0,0,0
100189092,0,0,0,0,0,0
100189433,0,0,0,0,0,0
100189033,0,0,0.2953,0,0,0
100189178,0,0,0,0,0,0
100189365,0,0,0,0,0,0
100189332,0,0,0,0,0,0
100189082,0,0,0,0,0,0
100189149,0,0,0,0,0,0
100189137,0,0,0,0,0,0
100189346,0,0,0,0,0,0
100189170,0,0,0,0,0,0
100189066,0,0,0,0,0,0
100189093,0,0,0,0,0,0
401242,0.05019,0.02461,0.0458,0.008417,0.007449,0.02555
100189295,0,0,0,0,0,0
100189084,0,0.3129,0,0,0.2842,0
107987402,0.2406,0,0.7684,0,0.2499,0
414760,0.1458,0.2223,0.2586,0.4563,0.101,0.2164
5987,21.53,22.59,23.51,23.39,21.34,23.2
100189237,0,0,0.2561,0.8473,0.2499,0.2143
100189121,0,0,0,0,0,0
100189202,0,0,0,0,0,0
729583,0.0529,0.121,0.08447,0.0621,0.02748,0.1178
100189216,0.2735,0.3129,0,0,0,0
100189234,0,0,0,0,0,0
100189111,0,0,0,0,0,0
100189254,0,0,0,0,0,0
100189024,0,0,0,0,0,0
414761,0.6544,0.7082,0.7344,0.5814,0.7718,0.8508
100189169,0.7306,5.572,1.556,0.5718,1.771,1.519
282890,1.042,0.8755,0.9548,1.18,0.9414,1.443
105375002,0,0,0,0,0,0
100129636,0,0,0,0.03224,0,0
26692,0,0,0.02208,0,0,0
442184,0,0,0,0,0,0
442185,0,0,0.01871,0,0,0
105375003,0,0,0,0,0,0
442186,0,0,0,0,0,0
26707,0,0,0.02042,0,0,0
101929006,0,0,0,0.03009,0,0
105375006,0,0,0,0,0,0
105375005,0,0,0,0,0,0
442191,0,0,0,0,0,0
81696,0,0,0,0,0,0
81797,0,0,0,0,0,0
26529,0,0,0,0,0,0
105379641,0,0,0,0,0,0
26530,0,0,0.01596,0,0,0
26531,0,0.01025,0,0.01052,0,0.00798
442194,0,0,0,0,0,0
26716,0.004171,0.004771,0,0.009792,0.004333,0.003715
105375008,0,0.7989,0,0,0,0
116511,0,0,0,0,0,0
105375009,0,0,0,0,0,0
100507362,0,0,0,0,0,0
10537,0.2234,0.1278,0.4756,2.57,0.1624,0.4576
692092,0,0,0,0,0.2694,0
7932,0.2056,0.1784,0.1812,0.1498,0.1473,0.1832
2550,17.85,16.45,30.44,15.76,18.26,15.9
4340,0.173,0.1169,0.06696,4.541,0.5636,2.066
346171,0.009189,0,0.009783,0.1402,0.009547,0.02456
3134,0.1524,0.1289,0.2963,0.9297,0.5956,0.5313
285830,0.4403,0.4197,0.4464,0.7137,0.5336,0.3642
340198,0,0,0.06216,0,0.2426,0.05201
54435,0.1759,0.2572,0.1769,1.801,1.371,1.219
352962,0.1399,0.2667,0.1324,2.025,1.324,0.8998
3135,0.08581,0.1963,0.6264,0.3598,0.4075,0.4695
105375010,0.07781,0.03237,0.03765,0.2989,0.2205,0.2205
352990,0.01057,0,0.02251,0.273,0.1867,0.1507
3136,5.961,6.069,7.269,12.46,8.639,6.75
80868,0.0761,0.05223,0.1701,0.01787,0.01581,0.08135
3105,72.73,64.07,109,88.8,59.9,58.87
10255,0.09174,0.1399,0.293,0.0718,0.1588,0.02724
80862,1.395,1.355,1.383,1.44,1.461,1.25
3137,2.07,1.839,1.958,3.774,1.95,1.993
30834,18.96,19.33,20.34,23.3,19.77,19.33
6992,32.86,32.97,39.56,33.77,34.46,30.34
80352,0.6686,0.6971,0.859,0.8081,0.8383,0.6786
11074,0,0.03341,0.0311,0.01143,0.01011,0.03469
104533120,0,0,0,0.0854,0,0
135644,0,0.008364,0.02335,0,0,0
10107,0,0,0,0,0,0
89870,0,0,0,0,0,0
7726,16.63,17.81,16.35,16.73,15.67,15.89
414778,1.364,1.935,1.307,1.921,1.474,1.725
3139,0.4709,0.3657,0.7681,1.664,1.418,1.239
414777,7.023,6.747,7.255,6.547,6.575,6.836
56658,6.464,6.164,7.024,5.917,6.477,5.741
202658,9.009,9.009,11.19,9.544,9.611,8.82
79897,11.99,12.38,15.69,13.29,13.02,12.65
105375012,0,0,0,0,0,0
3133,5.541,4.277,8.531,15.86,9.775,10.03
111082993,0,0.03763,0,0.01931,0.05127,0
2794,21.43,20.84,25.12,19.4,20.23,18.85
80742,19.89,17.91,20.52,16.9,18.12,19.52
107986587,3.42,3.576,3.054,2.504,2.522,2.981
23,38.18,38.99,39.75,35.73,36.86,33.17
100126314,0.4644,0.2656,0.9888,0.5452,0,0.6205
5514,30.78,35.5,28.72,27.33,27.47,30.39
28973,49.46,48.06,47.26,41.18,42.72,39.07
79969,12.36,12.3,26.61,14.89,14.6,16.01
221545,10.07,10.44,11.36,9.429,9.193,7.769
8449,16.26,17.61,14.91,16.55,17.53,14.9
170954,11.87,15.28,19.12,15.01,12.76,14.56
11270,5.235,5.698,5.005,5.704,5.421,5.685
9656,13.94,14.55,13.04,12.49,12.01,11.04
106478956,14.21,15.6,14.35,12.61,12.99,11.16
203068,295.4,305.3,368.6,340.6,291.8,337.5
10211,39.04,39.61,56.54,57.55,52.18,45.71
105379695,2.296,2.308,2.37,3.676,3.108,3.254
8870,2.599,1.81,3.094,7.523,4.897,4.314
105375013,0.03323,0.05701,0.1415,0.156,0.0863,0.1332
401247,0,0,0,0,0,0
105375014,0.07526,0.0287,0.08012,0.02945,0.02606,0
780,119.7,108.7,136.3,123.6,158,129.9
100616237,1.109,0.2538,2.126,0.7814,2.536,0.9882
2968,17.48,17.75,18.5,17.9,18.12,17.39
57176,10.66,11.35,13.3,10.74,12.44,10.54
389376,0,0,0,0,0,0
135656,0.003758,0.004299,0.012,0.004412,0.01952,0.003348
102723346,0.06998,0.1067,0.09934,0.08216,0.1212,0.1247
394263,0,0,0,0,0,0.07035
100507679,0.003325,0.003804,0.01062,0,0,0.05332
285834,0.06403,0.02093,0.185,0.04295,0.03801,0.04074
29113,0,0,0,0,0,0
170679,0.1063,0.04865,0.09056,0.3745,0.08837,0.1515
1041,0.03908,0.01788,0.03328,0.2661,0.1299,0.04177
170680,0.02301,0,0.02449,0,0,0
54535,3.955,3.953,4.876,5.505,4.753,4.648
6941,1.749,1.613,1.927,2.79,1.977,1.821
5460,0.01449,0.04143,0.04627,0.02551,0.05267,0.03226
100130889,0,0.03337,0.06212,0.01712,0.03031,0.06497
253018,0.4179,0.5312,0.6304,0.8314,0.6754,0.6619
3107,57.1,52.49,71.8,59.3,45.62,35.38
105375015,0.07521,0,0,0,0,0
112267902,0,0,0,0,0,0
3106,37.23,28.32,49.19,75.77,52.84,35.75
102465537,0.2147,0.2456,0.4572,0.2521,0.2231,0.1913
101929072,0.1001,0.1908,0.0947,0.3133,0.1271,0.1486
100507436,2.532,1.504,3.02,5.637,3.494,3.415
101929111,0,0,0.00993,0,0,0
10866,0.1022,0.144,0.2428,0.5447,0.1961,0.2032
352961,0.01692,0.01936,0.05405,0.03973,0.03516,0.04522
102725068,0.05037,0.03458,0.04291,0.01183,0.04187,0.01795
4277,0.03156,0.02708,0.2016,0.08336,0.02459,0.02811
401250,0.05625,0.1287,0.1198,0.1321,0.1753,0.07516
100532737,61.07,61.75,63.45,56.9,59.02,60.91
7919,79.85,80.12,81.17,74.19,76.65,79.46
692233,1.051,0.6011,1.399,1.542,1.365,0.4681
692199,4.096,7.029,5.451,5.41,6.649,5.701
106478957,0.6063,0.13,0.7665,0.5338,0.3149,0.2025
534,22.61,21.83,27.29,20.28,22.64,23.06
4795,16.64,18.68,23.47,19.15,19.85,18.2
100287329,0.549,0.6998,0.5845,0.442,0.5541,0.4332
4049,0.632,0.767,0.6482,0.5338,0.3523,0.3845
7124,0.0476,0.01361,0.05068,0.02794,0.02473,0.053
4050,0.134,0.3577,0.3329,0.3671,0.2088,0.1592
7940,0.8985,0.9507,1.1,3.613,1.447,1.601
259197,0.03187,0.01823,0.03393,0.03742,0.01656,0.0142
199,0.06039,0.06908,0.1714,0.04726,0.08365,0.03586
7916,88.76,91.38,103.3,95.64,93.3,85.97
677820,0.1513,0,0.1611,0,0.1572,0.1348
102466745,0.5547,0.9518,1.181,0.9767,0.2881,0.4941
7917,102.3,100.3,100.3,93.18,97.55,86.37
55937,15.33,16.73,15.53,13.54,13.63,11.67
